"Latitude (decimal degrees):	36.924"
"Longitude (decimal degrees):	14.697"
"Elevation (m):	626"
"Radiation database:	PVGIS-SARAH2"


Slope: 32 deg. (optimum)
Azimuth: -6 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200817:2109,0.0,0.0,0.0,0.0,25.05,2.28,0.0
20200817:2209,0.0,0.0,0.0,0.0,24.66,2.07,0.0
20200817:2309,0.0,0.0,0.0,0.0,24.32,2.14,0.0
20200818:0009,0.0,0.0,0.0,0.0,24.05,2.34,0.0
20200818:0109,0.0,0.0,0.0,0.0,23.8,2.28,0.0
20200818:0209,0.0,0.0,0.0,0.0,23.55,2.28,0.0
20200818:0309,0.0,0.0,0.0,0.0,23.22,2.14,0.0
20200818:0409,0.0,0.0,0.0,0.0,22.71,2.0,0.0
20200818:0509,20.1,50.27,1.32,8.84,22.41,1.86,0.0
20200818:0609,164.06,112.78,4.27,20.76,24.32,1.24,0.0
20200818:0709,349.94,156.6,7.28,32.72,26.39,1.17,0.0
20200818:0809,529.11,185.92,9.98,44.35,27.82,1.38,0.0
20200818:0909,679.09,198.91,12.13,55.0,29.18,1.72,0.0
20200818:1009,762.6,208.85,13.44,63.24,30.4,2.41,0.0
20200818:1109,765.1,219.01,13.76,66.22,31.17,3.31,0.0
20200818:1209,715.85,213.08,13.23,62.16,31.55,4.34,0.0
20200818:1309,594.84,204.21,11.74,53.36,31.54,4.83,0.0
20200818:1409,477.08,155.19,9.79,42.48,31.37,5.03,0.0
20200818:1509,269.28,135.33,6.89,30.76,31.04,4.62,0.0
20200818:1609,98.31,85.83,3.92,18.79,30.47,4.07,0.0
20200818:1709,0.0,38.69,0.66,6.9,29.42,3.45,0.0
20200818:1809,0.0,0.0,0.0,0.0,28.04,3.03,0.0
20200818:1909,0.0,0.0,0.0,0.0,26.32,2.62,0.0
20200818:2009,0.0,0.0,0.0,0.0,26.03,2.21,0.0
20200818:2109,0.0,0.0,0.0,0.0,25.58,1.93,0.0
20200818:2209,0.0,0.0,0.0,0.0,25.04,1.86,0.0
20200818:2309,0.0,0.0,0.0,0.0,24.43,2.0,0.0
20200819:0009,0.0,0.0,0.0,0.0,23.89,2.14,0.0
20200819:0109,0.0,0.0,0.0,0.0,23.29,2.0,0.0
20200819:0209,0.0,0.0,0.0,0.0,22.63,1.66,0.0
20200819:0309,0.0,0.0,0.0,0.0,21.94,1.59,0.0
20200819:0409,0.0,0.0,0.0,0.0,21.36,1.59,0.0
20200819:0509,23.12,47.5,1.34,8.69,21.27,1.59,0.0
20200819:0609,176.3,102.66,4.27,20.62,23.51,1.38,0.0
20200819:0709,358.3,146.95,7.22,32.57,26.09,1.59,0.0
20200819:0809,535.77,174.88,9.88,44.18,27.59,1.24,0.0
20200819:0909,661.83,199.89,11.88,54.8,28.68,1.45,0.0
20200819:1009,744.35,209.85,13.17,62.97,29.36,2.41,0.0
20200819:1109,776.23,202.62,13.64,65.89,29.51,3.03,0.0
20200819:1209,685.31,221.14,12.88,61.84,29.36,3.31,0.0
20200819:1309,602.07,190.34,11.61,53.09,28.75,3.24,0.0
20200819:1409,445.14,167.11,9.44,42.23,28.38,2.97,0.0
20200819:1509,274.92,126.17,6.81,30.53,27.75,3.03,0.0
20200819:1609,97.63,81.72,3.82,18.56,27.13,2.83,0.0
20200819:1709,0.0,36.93,0.63,6.66,26.26,2.28,0.0
20200819:1809,0.0,0.0,0.0,0.0,25.42,1.66,0.0
20200819:1909,0.0,0.0,0.0,0.0,24.55,1.17,0.0
20200819:2009,0.0,0.0,0.0,0.0,24.23,0.69,0.0
20200819:2109,0.0,0.0,0.0,0.0,23.85,0.48,0.0
20200819:2209,0.0,0.0,0.0,0.0,23.44,0.34,0.0
20200819:2309,0.0,0.0,0.0,0.0,23.17,0.34,0.0
20200820:0009,0.0,0.0,0.0,0.0,22.51,0.9,0.0
20200820:0109,0.0,0.0,0.0,0.0,22.28,1.17,0.0
20200820:0209,0.0,0.0,0.0,0.0,22.18,1.38,0.0
20200820:0309,0.0,0.0,0.0,0.0,21.99,1.38,0.0
20200820:0409,0.0,0.0,0.0,0.0,21.69,1.31,0.0
20200820:0509,24.32,46.67,1.34,8.55,21.6,1.17,0.0
20200820:0609,176.91,105.0,4.28,20.48,23.84,1.03,0.0
20200820:0709,372.11,143.63,7.32,32.43,25.61,1.31,0.0
20200820:0809,544.69,174.48,9.95,44.02,26.93,1.86,0.0
20200820:0909,672.0,199.51,11.97,54.6,27.9,2.14,0.0
20200820:1009,769.92,200.14,13.33,62.7,28.63,2.41,0.0
20200820:1109,757.03,219.61,13.58,65.56,29.11,2.62,0.0
20200820:1209,693.97,220.71,12.96,61.53,29.42,2.69,0.0
20200820:1309,598.05,197.85,11.62,52.81,29.5,2.76,0.0
20200820:1409,460.58,160.67,9.55,41.98,29.35,2.76,0.0
20200820:1509,267.65,132.13,6.75,30.29,28.92,2.41,0.0
20200820:1609,98.82,80.84,3.82,18.32,28.28,2.21,0.0
20200820:1709,0.0,35.17,0.6,6.42,27.26,2.07,0.0
20200820:1809,0.0,0.0,0.0,0.0,26.08,1.52,0.0
20200820:1909,0.0,0.0,0.0,0.0,25.2,1.1,0.0
20200820:2009,0.0,0.0,0.0,0.0,24.7,0.76,0.0
20200820:2109,0.0,0.0,0.0,0.0,24.15,0.41,0.0
20200820:2209,0.0,0.0,0.0,0.0,23.8,0.07,0.0
20200820:2309,0.0,0.0,0.0,0.0,23.44,0.28,0.0
20200821:0009,0.0,0.0,0.0,0.0,23.0,0.48,0.0
20200821:0109,0.0,0.0,0.0,0.0,22.49,0.69,0.0
20200821:0209,0.0,0.0,0.0,0.0,22.21,0.76,0.0
20200821:0309,0.0,0.0,0.0,0.0,21.89,0.9,0.0
20200821:0409,0.0,0.0,0.0,0.0,21.69,0.9,0.0
20200821:0509,23.55,46.88,1.31,8.4,21.71,0.9,0.0
20200821:0609,178.53,103.41,4.25,20.34,23.96,0.62,0.0
20200821:0709,370.0,143.95,7.26,32.28,26.26,0.28,0.0
20200821:0809,541.63,175.85,9.89,43.86,27.79,0.48,0.0
20200821:0909,597.13,240.06,11.52,54.39,28.94,1.1,0.0
20200821:1009,425.4,369.06,11.25,62.42,29.76,1.52,0.0
20200821:1109,545.94,329.55,12.31,65.23,30.25,1.72,0.0
20200821:1209,677.08,229.08,12.81,61.21,30.55,2.0,0.0
20200821:1309,583.69,204.11,11.47,52.53,30.52,2.21,0.0
20200821:1409,456.64,160.97,9.46,41.72,30.01,2.48,0.0
20200821:1509,244.64,144.72,6.52,30.04,29.22,2.62,0.0
20200821:1609,81.27,92.73,3.56,18.08,28.26,2.48,0.0
20200821:1709,0.0,33.41,0.57,6.17,27.18,2.07,0.0
20200821:1809,0.0,0.0,0.0,0.0,26.15,1.45,0.0
20200821:1909,0.0,0.0,0.0,0.0,25.28,1.38,0.0
20200821:2009,0.0,0.0,0.0,0.0,24.83,1.17,0.0
20200821:2109,0.0,0.0,0.0,0.0,24.34,1.1,0.0
20200821:2209,0.0,0.0,0.0,0.0,23.88,1.1,0.0
20200821:2309,0.0,0.0,0.0,0.0,23.46,1.24,0.0
20200822:0009,0.0,0.0,0.0,0.0,23.11,1.45,0.0
20200822:0109,0.0,0.0,0.0,0.0,22.85,1.52,0.0
20200822:0209,0.0,0.0,0.0,0.0,22.71,1.59,0.0
20200822:0309,0.0,0.0,0.0,0.0,22.43,1.59,0.0
20200822:0409,0.0,0.0,0.0,0.0,22.14,1.66,0.0
20200822:0509,24.82,45.17,1.29,8.26,22.03,1.66,0.0
20200822:0609,182.21,101.89,4.25,20.2,24.18,1.38,0.0
20200822:0709,375.43,142.44,7.28,32.14,26.84,1.24,0.0
20200822:0809,537.46,181.45,9.88,43.69,28.44,1.24,0.0
20200822:0909,675.99,200.43,11.95,54.18,29.63,1.31,0.0
20200822:1009,744.26,218.57,13.17,62.14,30.48,1.66,0.0
20200822:1109,745.65,228.66,13.47,64.89,30.96,2.21,0.0
20200822:1209,683.67,228.62,12.85,60.88,31.2,2.9,0.0
20200822:1309,611.76,189.6,11.62,52.24,31.02,3.45,0.0
20200822:1409,442.89,171.13,9.37,41.46,30.57,3.79,0.0
20200822:1509,256.41,138.39,6.6,29.8,29.83,3.86,0.0
20200822:1609,88.04,87.04,3.62,17.84,28.94,3.52,0.0
20200822:1709,0.0,32.53,0.56,5.92,27.78,2.9,0.0
20200822:1809,0.0,0.0,0.0,0.0,26.6,2.48,0.0
20200822:1909,0.0,0.0,0.0,0.0,25.75,2.62,0.0
20200822:2009,0.0,0.0,0.0,0.0,25.12,2.28,0.0
20200822:2109,0.0,0.0,0.0,0.0,24.63,2.07,0.0
20200822:2209,0.0,0.0,0.0,0.0,24.18,2.21,0.0
20200822:2309,0.0,0.0,0.0,0.0,23.83,2.41,0.0
20200823:0009,0.0,0.0,0.0,0.0,23.54,2.34,0.0
20200823:0109,0.0,0.0,0.0,0.0,23.3,2.21,0.0
20200823:0209,0.0,0.0,0.0,0.0,23.09,2.14,0.0
20200823:0309,0.0,0.0,0.0,0.0,22.85,2.07,0.0
20200823:0409,0.0,0.0,0.0,0.0,22.61,2.07,0.0
20200823:0509,15.55,47.51,1.11,8.11,22.48,2.0,0.0
20200823:0609,139.22,120.36,3.89,20.06,24.2,1.66,0.0
20200823:0709,318.0,170.72,6.89,31.99,26.39,1.52,0.0
20200823:0809,503.33,197.67,9.62,43.52,28.11,1.52,0.0
20200823:0909,646.28,213.9,11.71,53.97,29.53,1.72,0.0
20200823:1009,724.66,227.01,12.99,61.86,30.59,2.0,0.0
20200823:1109,740.49,228.93,13.36,64.55,31.35,2.21,0.0
20200823:1209,677.41,228.87,12.73,60.56,31.82,2.41,0.0
20200823:1309,582.81,203.85,11.38,51.95,31.96,2.55,0.0
20200823:1409,437.9,171.41,9.26,41.2,31.56,2.76,0.0
20200823:1509,257.77,133.94,6.52,29.55,30.69,2.69,0.0
20200823:1609,90.47,82.62,3.59,17.59,29.64,2.14,0.0
20200823:1709,0.0,30.77,0.53,5.67,28.49,1.31,0.0
20200823:1809,0.0,0.0,0.0,0.0,27.55,1.03,0.0
20200823:1909,0.0,0.0,0.0,0.0,26.57,2.07,0.0
20200823:2009,0.0,0.0,0.0,0.0,25.97,1.86,0.0
20200823:2109,0.0,0.0,0.0,0.0,25.45,1.59,0.0
20200823:2209,0.0,0.0,0.0,0.0,25.01,1.31,0.0
20200823:2309,0.0,0.0,0.0,0.0,24.59,1.24,0.0
20200824:0009,0.0,0.0,0.0,0.0,24.12,1.1,0.0
20200824:0109,0.0,0.0,0.0,0.0,23.5,0.83,0.0
20200824:0209,0.0,0.0,0.0,0.0,23.15,0.9,0.0
20200824:0309,0.0,0.0,0.0,0.0,23.06,0.76,0.0
20200824:0409,0.0,0.0,0.0,0.0,23.63,0.41,0.0
20200824:0509,27.55,43.61,1.29,7.97,23.63,0.21,0.0
20200824:0609,186.73,102.79,4.27,19.92,24.37,0.97,0.0
20200824:0709,387.63,142.62,7.37,31.84,26.12,1.24,0.0
20200824:0809,564.68,174.6,10.06,43.35,27.16,2.07,0.0
20200824:0909,681.23,207.93,12.04,53.75,27.84,2.55,0.0
20200824:1009,778.45,209.54,13.41,61.57,28.39,2.9,0.0
20200824:1109,763.92,228.96,13.64,64.21,28.78,3.24,0.0
20200824:1209,699.19,229.92,13.0,60.22,28.95,3.52,0.0
20200824:1309,614.25,196.69,11.68,51.66,28.85,3.79,0.0
20200824:1409,453.64,170.05,9.44,40.93,28.36,3.93,0.0
20200824:1509,267.99,133.31,6.66,29.29,27.82,3.79,0.0
20200824:1609,95.49,79.73,3.65,17.34,27.22,3.52,0.0
20200824:1709,0.0,29.01,0.5,5.41,26.36,2.97,0.0
20200824:1809,0.0,0.0,0.0,0.0,25.42,2.28,0.0
20200824:1909,0.0,0.0,0.0,0.0,24.68,1.66,0.0
20200824:2009,0.0,0.0,0.0,0.0,24.27,0.97,0.0
20200824:2109,0.0,0.0,0.0,0.0,23.92,0.14,0.0
20200824:2209,0.0,0.0,0.0,0.0,23.71,0.69,0.0
20200824:2309,0.0,0.0,0.0,0.0,23.47,1.1,0.0
20200825:0009,0.0,0.0,0.0,0.0,23.34,1.24,0.0
20200825:0109,0.0,0.0,0.0,0.0,23.09,1.31,0.0
20200825:0209,0.0,0.0,0.0,0.0,22.6,0.9,0.0
20200825:0309,0.0,0.0,0.0,0.0,22.6,0.62,0.0
20200825:0409,0.0,0.0,0.0,0.0,22.48,0.55,0.0
20200825:0509,21.58,44.86,1.17,7.82,22.41,0.48,0.0
20200825:0609,98.42,137.26,3.55,19.78,23.55,0.34,0.0
20200825:0709,381.23,145.99,7.29,31.69,25.07,0.55,0.0
20200825:0809,565.08,175.04,10.03,43.18,26.38,0.9,0.0
20200825:0909,695.14,200.11,12.07,53.53,27.6,1.38,0.0
20200825:1009,763.34,219.33,13.3,61.28,28.48,1.86,0.0
20200825:1109,749.98,237.6,13.53,63.87,29.17,2.48,0.0
20200825:1209,481.84,338.92,11.65,59.89,29.13,3.03,0.0
20200825:1309,590.38,210.07,11.5,51.36,29.02,3.52,0.0
20200825:1409,452.66,170.43,9.4,40.66,28.4,3.1,0.0
20200825:1509,266.79,132.67,6.6,29.03,28.11,2.41,0.0
20200825:1609,96.1,77.19,3.61,17.08,27.65,1.59,0.0
20200825:1709,0.0,27.26,0.47,5.15,26.63,1.1,0.0
20200825:1809,0.0,0.0,0.0,0.0,25.81,1.66,0.0
20200825:1909,0.0,0.0,0.0,0.0,24.84,0.97,0.0
20200825:2009,0.0,0.0,0.0,0.0,24.47,1.38,0.0
20200825:2109,0.0,0.0,0.0,0.0,24.16,1.52,0.0
20200825:2209,0.0,0.0,0.0,0.0,23.78,1.59,0.0
20200825:2309,0.0,0.0,0.0,0.0,23.44,1.59,0.0
20200826:0009,0.0,0.0,0.0,0.0,23.01,1.79,0.0
20200826:0109,0.0,0.0,0.0,0.0,22.6,1.93,0.0
20200826:0209,0.0,0.0,0.0,0.0,22.24,2.0,0.0
20200826:0309,0.0,0.0,0.0,0.0,21.9,1.93,0.0
20200826:0409,0.0,0.0,0.0,0.0,21.59,1.72,0.0
20200826:0509,25.98,41.28,1.19,7.67,21.42,1.59,0.0
20200826:0609,179.95,102.27,4.1,19.64,22.94,1.24,0.0
20200826:0709,373.65,142.95,7.11,31.54,24.94,1.17,0.0
20200826:0809,546.39,175.92,9.76,43.0,26.48,1.17,0.0
20200826:0909,674.22,200.98,11.77,53.31,27.65,2.07,0.0
20200826:1009,770.58,202.56,13.12,60.99,28.42,2.83,0.0
20200826:1109,742.62,229.22,13.27,63.52,28.94,3.38,0.0
20200826:1209,692.19,221.05,12.7,59.55,29.19,3.79,0.0
20200826:1309,605.28,190.01,11.38,51.05,29.13,4.28,0.0
20200826:1409,452.68,160.72,9.22,40.38,28.58,4.69,0.0
20200826:1509,269.16,123.43,6.46,28.77,27.78,4.76,0.0
20200826:1609,87.05,79.67,3.41,16.82,26.76,4.21,0.0
20200826:1709,0.0,25.5,0.44,4.89,25.75,3.24,0.0
20200826:1809,0.0,0.0,0.0,0.0,24.86,2.48,0.0
20200826:1909,0.0,0.0,0.0,0.0,24.06,2.41,0.0
20200826:2009,0.0,0.0,0.0,0.0,23.55,2.07,0.0
20200826:2109,0.0,0.0,0.0,0.0,23.16,1.93,0.0
20200826:2209,0.0,0.0,0.0,0.0,22.83,1.72,0.0
20200826:2309,0.0,0.0,0.0,0.0,22.6,1.59,0.0
20200827:0009,0.0,0.0,0.0,0.0,22.35,1.38,0.0
20200827:0109,0.0,0.0,0.0,0.0,22.25,1.31,0.0
20200827:0209,0.0,0.0,0.0,0.0,22.05,1.45,0.0
20200827:0309,0.0,0.0,0.0,0.0,21.81,1.45,0.0
20200827:0409,0.0,0.0,0.0,0.0,21.3,1.31,0.0
20200827:0509,25.13,41.47,1.16,7.53,21.03,1.1,0.0
20200827:0609,182.81,100.74,4.09,19.49,22.97,0.55,0.0
20200827:0709,380.45,140.44,7.13,31.39,25.15,0.28,0.0
20200827:0809,546.73,176.36,9.73,42.83,26.7,0.62,0.0
20200827:0909,674.66,201.42,11.74,53.09,27.88,1.24,0.0
20200827:1009,713.72,234.88,12.79,60.7,28.74,1.72,0.0
20200827:1109,757.46,220.39,13.3,63.17,29.28,2.21,0.0
20200827:1209,705.58,213.34,12.73,59.2,29.61,2.69,0.0
20200827:1309,604.47,190.41,11.34,50.74,29.67,3.1,0.0
20200827:1409,442.71,164.96,9.1,40.1,29.25,3.59,0.0
20200827:1509,267.08,123.72,6.4,28.5,28.55,3.72,0.0
20200827:1609,88.92,76.16,3.38,16.56,27.76,3.45,0.0
20200827:1709,0.0,23.74,0.41,4.62,26.85,2.69,0.0
20200827:1809,0.0,0.0,0.0,0.0,25.91,1.93,0.0
20200827:1909,0.0,0.0,0.0,0.0,25.26,1.03,0.0
20200827:2009,0.0,0.0,0.0,0.0,24.91,0.28,0.0
20200827:2109,0.0,0.0,0.0,0.0,24.64,0.41,0.0
20200827:2209,0.0,0.0,0.0,0.0,24.25,0.62,0.0
20200827:2309,0.0,0.0,0.0,0.0,23.85,0.69,0.0
20200828:0009,0.0,0.0,0.0,0.0,23.43,0.76,0.0
20200828:0109,0.0,0.0,0.0,0.0,22.77,0.83,0.0
20200828:0209,0.0,0.0,0.0,0.0,22.35,0.9,0.0
20200828:0309,0.0,0.0,0.0,0.0,22.12,0.9,0.0
20200828:0409,0.0,0.0,0.0,0.0,22.03,0.83,0.0
20200828:0509,28.26,39.8,1.17,7.38,22.01,0.76,0.0
20200828:0609,191.06,98.41,4.13,19.35,23.26,0.62,0.0
20200828:0709,380.63,144.07,7.14,31.24,25.29,0.69,0.0
20200828:0809,556.17,176.05,9.8,42.65,26.92,1.1,0.0
20200828:0909,698.99,192.8,11.89,52.86,28.2,1.72,0.0
20200828:1009,752.49,219.24,13.03,60.4,29.07,2.34,0.0
20200828:1109,752.33,229.33,13.32,62.81,29.55,2.76,0.0
20200828:1209,687.35,229.25,12.67,58.86,29.69,3.03,0.0
20200828:1309,600.49,197.02,11.34,50.43,29.6,3.38,0.0
20200828:1409,448.76,164.46,9.14,39.81,29.18,3.52,0.0
20200828:1509,265.9,125.95,6.39,28.23,28.51,3.31,0.0
20200828:1609,91.48,74.34,3.4,16.29,27.61,2.76,0.0
20200828:1709,0.0,21.98,0.38,4.35,26.5,2.0,0.0
20200828:1809,0.0,0.0,0.0,0.0,25.45,1.31,0.0
20200828:1909,0.0,0.0,0.0,0.0,24.82,0.9,0.0
20200828:2009,0.0,0.0,0.0,0.0,24.38,0.55,0.0
20200828:2109,0.0,0.0,0.0,0.0,23.77,0.34,0.0
20200828:2209,0.0,0.0,0.0,0.0,23.34,0.41,0.0
20200828:2309,0.0,0.0,0.0,0.0,23.02,0.41,0.0
20200829:0009,0.0,0.0,0.0,0.0,22.76,0.48,0.0
20200829:0109,0.0,0.0,0.0,0.0,22.54,0.62,0.0
20200829:0209,0.0,0.0,0.0,0.0,22.28,0.69,0.0
20200829:0309,0.0,0.0,0.0,0.0,21.95,0.83,0.0
20200829:0409,0.0,0.0,0.0,0.0,21.61,0.9,0.0
20200829:0509,25.75,39.98,1.11,7.23,21.91,0.76,0.0
20200829:0609,186.55,100.65,4.07,19.2,22.74,0.62,0.0
20200829:0709,379.69,143.4,7.08,31.08,24.85,1.59,0.0
20200829:0809,544.04,182.57,9.7,42.47,26.06,2.34,0.0
20200829:0909,697.28,193.19,11.83,52.63,27.18,2.9,0.0
20200829:1009,780.23,203.02,13.12,60.1,27.99,3.31,0.0
20200829:1109,765.11,221.51,13.33,62.45,28.48,3.66,0.0
20200829:1209,698.66,221.51,12.67,58.51,28.65,3.79,0.0
20200829:1309,621.0,183.24,11.38,50.12,28.56,3.79,0.0
20200829:1409,453.88,159.87,9.11,39.53,28.24,3.52,0.0
20200829:1509,262.9,125.29,6.3,27.96,27.75,3.17,0.0
20200829:1609,84.22,77.52,3.26,16.02,26.98,2.69,0.0
20200829:1709,0.0,20.22,0.35,4.08,25.98,2.28,0.0
20200829:1809,0.0,0.0,0.0,0.0,24.98,1.86,0.0
20200829:1909,0.0,0.0,0.0,0.0,24.3,1.93,0.0
20200829:2009,0.0,0.0,0.0,0.0,23.68,1.93,0.0
20200829:2109,0.0,0.0,0.0,0.0,23.19,1.93,0.0
20200829:2209,0.0,0.0,0.0,0.0,22.74,1.86,0.0
20200829:2309,0.0,0.0,0.0,0.0,22.42,1.86,0.0
20200830:0009,0.0,0.0,0.0,0.0,22.17,1.45,0.0
20200830:0109,0.0,0.0,0.0,0.0,22.33,0.9,0.0
20200830:0209,0.0,0.0,0.0,0.0,22.48,0.55,0.0
20200830:0309,0.0,0.0,0.0,0.0,22.47,0.55,0.0
20200830:0409,0.0,0.0,0.0,0.0,22.25,0.69,0.0
20200830:0509,11.12,40.87,0.86,7.08,22.1,0.83,0.0
20200830:0609,166.7,107.23,3.88,19.06,23.43,1.03,0.0
20200830:0709,367.42,147.59,6.95,30.93,25.27,2.41,0.0
20200830:0809,549.0,176.67,9.64,42.28,26.37,2.83,0.0
20200830:0909,703.59,186.12,11.77,52.4,27.48,3.17,0.0
20200830:1009,758.11,211.57,12.91,59.79,28.11,3.45,0.0
20200830:1109,772.37,212.39,13.26,62.09,28.77,3.52,0.0
20200830:1209,704.56,213.57,12.6,58.15,29.06,3.45,0.0
20200830:1309,602.12,190.58,11.19,49.8,29.23,3.24,0.0
20200830:1409,447.89,159.13,8.98,39.23,29.12,2.83,0.0
20200830:1509,252.56,128.43,6.15,27.68,28.85,2.14,0.0
20200830:1609,74.88,80.86,3.08,15.75,28.52,1.86,0.0
20200830:1709,0.0,18.46,0.32,3.8,27.57,1.72,0.0
20200830:1809,0.0,0.0,0.0,0.0,26.32,1.38,0.0
20200830:1909,0.0,0.0,0.0,0.0,25.3,0.97,0.0
20200830:2009,0.0,0.0,0.0,0.0,24.61,0.55,0.0
20200830:2109,0.0,0.0,0.0,0.0,24.09,0.21,0.0
20200830:2209,0.0,0.0,0.0,0.0,23.43,0.76,0.0
20200830:2309,0.0,0.0,0.0,0.0,22.82,0.97,0.0
20200831:0009,0.0,0.0,0.0,0.0,22.59,1.03,0.0
20200831:0109,0.0,0.0,0.0,0.0,22.21,1.1,0.0
20200831:0209,0.0,0.0,0.0,0.0,21.9,1.24,0.0
20200831:0309,0.0,0.0,0.0,0.0,21.9,1.17,0.0
20200831:0409,0.0,0.0,0.0,0.0,22.4,0.97,0.0
20200831:0509,15.86,41.08,0.93,6.94,23.08,0.69,0.0
20200831:0609,167.35,108.67,3.88,18.91,24.31,0.34,0.0
20200831:0709,375.53,147.33,7.01,30.77,26.39,1.31,0.0
20200831:0809,547.11,182.51,9.65,42.1,27.54,2.28,0.0
20200831:0909,686.96,202.54,11.74,52.16,28.29,2.62,0.0
20200831:1009,798.68,194.49,13.15,59.49,29.29,2.41,0.0
20200831:1109,798.89,203.74,13.44,61.73,30.31,2.55,0.0
20200831:1209,713.84,214.3,12.69,57.79,30.88,2.9,0.0
20200831:1309,621.76,183.06,11.31,49.47,30.88,2.97,0.0
20200831:1409,444.93,164.58,8.98,38.94,30.44,3.24,0.0
20200831:1509,255.93,127.83,6.16,27.4,29.46,3.03,0.0
20200831:1609,78.76,78.07,3.11,15.47,28.19,3.03,0.0
20200831:1709,0.0,16.71,0.29,3.52,26.9,2.9,0.0
20200831:1809,0.0,0.0,0.0,0.0,25.59,2.55,0.0
20200831:1909,0.0,0.0,0.0,0.0,24.66,2.41,0.0
20200831:2009,0.0,0.0,0.0,0.0,24.04,2.0,0.0
20200831:2109,0.0,0.0,0.0,0.0,23.6,2.0,0.0
20200831:2209,0.0,0.0,0.0,0.0,23.28,1.93,0.0
20200831:2309,0.0,0.0,0.0,0.0,23.11,1.86,0.0
20200901:0009,0.0,0.0,0.0,0.0,22.9,1.93,0.0
20200901:0109,0.0,0.0,0.0,0.0,22.67,2.0,0.0
20200901:0209,0.0,0.0,0.0,0.0,22.39,2.0,0.0
20200901:0309,0.0,0.0,0.0,0.0,22.17,1.86,0.0
20200901:0409,0.0,0.0,0.0,0.0,21.95,1.66,0.0
20200901:0509,9.99,39.15,0.8,6.79,21.77,1.59,0.0
20200901:0609,102.37,129.75,3.35,18.77,22.87,1.45,0.0
20200901:0709,260.82,196.96,6.27,30.61,24.2,1.17,0.0
20200901:0809,371.58,262.96,8.6,41.91,25.27,0.55,0.0
20200901:0909,553.49,269.82,10.97,51.93,26.36,1.52,0.0
20200901:1009,709.97,243.62,12.66,59.18,26.99,2.21,0.0
20200901:1109,766.73,220.77,13.21,61.36,27.4,2.83,0.0
20200901:1209,698.77,220.77,12.54,57.43,27.49,3.24,0.0
20200901:1309,561.79,215.54,10.91,49.15,27.21,3.31,0.0
20200901:1409,386.58,194.98,8.55,38.64,26.8,3.1,0.0
20200901:1509,258.43,124.32,6.12,27.12,26.14,2.48,0.0
20200901:1609,81.37,73.62,3.08,15.2,25.44,1.86,0.0
20200901:1709,0.0,14.07,0.24,3.24,24.52,1.66,0.0
20200901:1809,0.0,0.0,0.0,0.0,23.72,1.38,0.0
20200901:1909,0.0,0.0,0.0,0.0,23.18,1.17,0.0
20200901:2009,0.0,0.0,0.0,0.0,22.78,1.38,0.0
20200901:2109,0.0,0.0,0.0,0.0,22.13,1.31,0.0
20200901:2209,0.0,0.0,0.0,0.0,21.74,1.31,0.0
20200901:2309,0.0,0.0,0.0,0.0,21.1,1.38,0.0
20200902:0009,0.0,0.0,0.0,0.0,21.24,1.59,0.0
20200902:0109,0.0,0.0,0.0,0.0,21.14,2.0,0.0
20200902:0209,0.0,0.0,0.0,0.0,20.9,2.28,0.0
20200902:0309,0.0,0.0,0.0,0.0,20.73,2.34,0.0
20200902:0409,0.0,0.0,0.0,0.0,20.78,2.34,0.0
20200902:0509,4.68,33.44,0.62,6.64,21.11,2.07,0.0
20200902:0609,69.73,129.2,2.93,18.62,21.65,1.93,0.0
20200902:0709,3.47,158.34,2.62,30.45,22.43,1.86,0.0
20200902:0809,44.21,281.05,5.07,41.73,23.23,2.97,0.0
20200902:0909,107.92,362.48,7.1,51.69,23.83,2.9,0.0
20200902:1009,62.17,377.36,6.84,58.86,24.36,2.69,0.0
20200902:1109,0.0,140.5,2.29,61.0,25.0,2.21,0.0
20200902:1209,0.0,129.41,2.1,57.07,25.47,1.86,0.0
20200902:1309,0.0,207.06,3.37,48.82,25.77,2.0,0.0
20200902:1409,5.15,205.52,3.41,38.34,26.15,2.41,0.0
20200902:1509,0.93,127.59,2.09,26.83,25.81,2.48,0.0
20200902:1609,23.72,96.7,2.12,14.91,25.31,2.21,0.0
20200902:1709,0.0,11.43,0.2,2.96,24.4,1.66,0.0
20200902:1809,0.0,0.0,0.0,0.0,23.56,0.9,0.0
20200902:1909,0.0,0.0,0.0,0.0,23.64,1.24,0.0
20200902:2009,0.0,0.0,0.0,0.0,23.29,0.9,0.0
20200902:2109,0.0,0.0,0.0,0.0,22.79,0.48,0.0
20200902:2209,0.0,0.0,0.0,0.0,22.5,0.55,0.0
20200902:2309,0.0,0.0,0.0,0.0,22.16,0.48,0.0
20200903:0009,0.0,0.0,0.0,0.0,21.71,0.9,0.0
20200903:0109,0.0,0.0,0.0,0.0,21.45,1.38,0.0
20200903:0209,0.0,0.0,0.0,0.0,21.23,1.59,0.0
20200903:0309,0.0,0.0,0.0,0.0,21.05,1.66,0.0
20200903:0409,0.0,0.0,0.0,0.0,20.73,1.72,0.0
20200903:0509,18.36,36.87,0.87,6.49,20.44,1.52,0.0
20200903:0609,71.62,128.61,2.93,18.47,21.63,1.17,0.0
20200903:0709,334.19,158.4,6.54,30.29,23.83,0.34,0.0
